ticker,rating_date,current_ratio,debt_equity_ratio,gross_profit_margin,operating_profit_margin,ebit_margin,pretax_profit_margin,net_profit_margin,asset_turnover,roe,roa,operating_cashflow_ps,free_cashflow_ps,company_name,rating_agency,sector,source,rating_detail,delta_days,is_synthetic
SYN_1_0000247,2013-04-28,0.2317963018356617,0.10276388253537583,-0.17011311866307754,-0.12024740063974981,-0.17573922056415636,-0.2901452463774259,-0.24679098218838025,-0.18285364422226413,-0.43613863878628223,-0.2785411015594086,-0.250322854414442,-0.27892633065323924,__SYNTHETIC__,3,6,2,1,1.165270853354482,1
SYN_0_0000007,2014-08-14,0.3748381496622728,0.017161688040950196,-0.24083346134509442,-0.41427857442162086,-0.3572130606974948,-0.39383609879611203,-0.3220935619097407,-0.4000554855720788,-0.5583837754000287,-0.6448000667329437,0.44308491833695385,0.37053002797928425,__SYNTHETIC__,4,6,2,0,0.27528800925453206,1
EW,2013-09-24,2.259524512377765,-0.07128271209275308,1.2496309634046838,0.47603875494111975,-0.07139268671011909,0.10308558373220784,0.9225806507463774,0.00786322278660076,0.2820079318326836,1.5000238535798633,1.3322217513553178,0.8772528989659871,Edwards Lifesciences Corporation,5,7,1,2,0.18296942149362969,0
PCAR,2015-05-20,0.791370104761034,0.27609345535586477,-0.9967892820875602,-0.08160427093772887,-0.07053665960824275,0.04681666172349773,0.020447623741381024,0.1508518554734942,0.1054571139133682,0.16746356712307287,0.9057200702702661,0.5731260051207695,PACCAR Inc.,6,2,2,2,1.3909927143552445,0
ECL,2015-07-01,-0.3395196670541483,0.061977044979363245,0.09918555427885063,-0.011213765326089427,-0.00019476852626690785,0.03989862112494941,0.05615307644503383,-0.14213481518165635,-0.001303455814593452,0.05687561753379855,0.41194975465503536,0.15735073966170912,Ecolab Inc.,5,0,2,2,0.17313971962216868,0
BSX,2013-11-05,0.06791938587846903,-0.38944452710859734,0.8722481737090054,-0.0053958600344764344,0.005619118684684189,-0.05339718056875276,-0.06159734655038768,-0.852685466666445,-0.22015659422373052,-0.41150415251260763,0.04541047795030786,-0.006362343160835298,BOSTON SCIENTIFIC CORPORATION,1,7,2,1,-0.05315147829284193,0
MBT,2014-07-03,-0.5881022404767041,0.3523978778211659,1.2024642517125261,0.87443394568047,0.8848412783567844,0.9577752632135819,0.9840412563484899,0.14044740134262892,0.8555381356141764,1.7180659612700986,0.25599089824003834,0.2714185454001748,Mobile TeleSystems PJSC,5,9,2,2,1.3909927143552445,0
SYN_0_0000047,2016-12-12,0.3789596281954224,0.012588413472470528,-0.19236374804983392,-0.43749062217351753,-0.33558505416031537,-0.36933422163655205,-0.37338679798353436,-0.3774411141115894,-0.44845144152299543,-0.5315854868163381,0.5865682958532727,0.3423703162684575,__SYNTHETIC__,4,6,2,0,-0.07963023572785925,1
HOG,2015-05-20,-0.06673401107702287,0.5298110468987093,-0.15644150804935433,0.5019403664880774,0.512604958293273,0.6296656857774534,0.4431442521824931,-0.2398082677590655,0.264686444959207,0.5062383012676939,0.29771683751468975,0.0952862830664138,"HARLEY-DAVIDSON, INC",1,2,2,2,-1.1780549279275312,0
PVH,2014-09-11,0.27730262546817375,0.05086036429404317,0.3242082678564388,-0.39629843425145095,-0.38501348240701266,-0.36109895116609675,-0.38317389225133963,-0.07742470194696821,-0.23379043278879943,-0.5490603713834854,-1.644082063386208,-1.0053988721960472,PVH CORP,1,3,2,1,0.11155306783852041,0
SYN_0_0000115,2016-11-17,0.22322983613608138,0.1483477421870365,-0.2264999548478488,-0.6201479610178913,-0.4560127019378779,-0.6317753183470565,-0.510815024929375,-0.4219627522156626,-0.6474849799590148,-0.8828895803032553,0.3094154992264637,0.3243867554910258,__SYNTHETIC__,4,6,2,0,-1.2876535285894743,1
VFC,2016-09-13,0.47126842328400625,-0.4196304243990471,0.22325429210968176,0.2029181905852246,0.21378929919711437,0.3331034813939432,0.35134144242265836,0.6893104785736025,0.22241350602991422,1.241043630863425,-1.1252454284695383,-0.5442228593592734,V.F. Corporation,5,3,2,2,-1.1780549279275312,0
FDX,2014-04-14,0.3046803300019092,-0.6020436487778117,1.1851271707712137,-0.13247113731082513,-0.1213683952664407,0.03984460126560782,-0.034519684103649036,0.9607682521661475,0.057121538480288295,0.5508900964347702,-0.708755152244809,0.3188315142683133,FEDEX CORPORATION,1,8,2,2,0.22115166850046358,0
SYN_1_0000267,2016-12-25,0.2993789563920797,0.048255105398695264,-0.18101077687712697,-0.1833681597839787,-0.25675787754564094,-0.2949300529517931,-0.2619747916100046,-0.1726049635083129,-0.2296185894213547,-0.314713103429785,-0.21573028825288665,-0.15204807798564346,__SYNTHETIC__,3,6,2,1,-2.884798777797107,1
SYN_1_0000236,2016-12-20,0.34963865079269607,0.021406637383252658,-0.21577111533943638,-0.3030850366493185,-0.3410166853192118,-0.3715163834227404,-0.295361757481273,-0.15688495079527587,-0.2466727109121427,-0.3490021654370823,-0.1454552358589667,-0.06047301313146569,__SYNTHETIC__,3,6,2,1,0.3968055959452632,1
YUM,2015-10-19,-1.1581281356388775,0.3171220042051746,0.12006757165855904,0.12182314627019258,0.13275026239905027,0.177591133217607,0.13565452695764377,1.221288361656486,0.8166866612016463,1.182965848656493,-0.5178559510148552,-0.19431640675084308,"YUM! BRANDS, INC.",1,4,2,2,-1.4855921813691124,0
KMB,2016-08-11,-0.9918281816798227,3.5878144307489044,-0.3181721674033718,-0.22564193854136505,-0.21447484897396107,-0.1388218187748074,-0.08799501507784005,0.8617662393205816,5.2052173650487275,0.40905743462286237,-1.1366178806823453,-0.5750350009314058,Kimberly-Clark Corp.,6,1,2,2,0.8657463901651269,0
AMX,2016-10-27,-1.035512033866912,1.3893697007034718,0.39315284031890974,0.25994446048561093,0.2707761844494493,-0.20122795273867344,-0.20855451643858894,-0.11233085643890421,0.23182667136594257,-0.2833257354637658,-1.5579610120441434,-0.7311393712432808,"America Movil, S.A.B. de C.V.",4,9,2,2,-0.09319699578454088,0
ADI,2011-11-29,3.4935177701289044,-0.5339923690739445,0.9227857242778008,1.4744141448888806,1.4844071069773077,1.5972387029787785,1.5783248470774403,-0.36729520999248,0.22432876951199987,1.7819511939518295,-0.6043285995512814,-0.25449440569886495,Analog Devices Inc.,6,10,2,2,0.18296942149362969,0
BEP,2016-09-22,-1.5371553778094462,0.22784811882243133,0.5715790359441768,0.7363949469658818,0.7115202246662065,-0.7996587042036253,-0.5134523667083026,-1.443412629633323,-0.31125774036344667,-0.7534123663231738,1.3655235451583367,0.43342836762166864,Brookfield Renewable Partners L.P.,6,9,1,1,0.47571762083865116,0
AVT,2016-03-21,0.34990155797977146,-0.3449937120094646,-1.2513181408722076,-0.583148013337553,-0.5717340156178763,-0.4167755262752289,-0.263194476861952,1.392703649501266,-0.06703482561520928,-0.017518828052472978,0.9327685390712309,0.6210105884007263,"Avnet, Inc.",5,4,2,2,0.5904300716642372,0
RCII,2013-04-29,1.0829012790457697,-0.30134942891699873,1.0491639195605256,-0.12099959129453909,-0.10990477196372592,-0.003008874208983227,-0.05635135231762803,0.5843660754370901,-0.021267121961814545,0.26939832534693303,-1.0030919817999133,-0.2889536987223927,Rent-A-Center Inc.,6,8,2,1,0.8990817452309856,0
EQT,2014-10-28,0.6870107342625973,-0.2615475409717476,1.6838609675284597,1.437369080503682,1.4473876274116213,1.176603813942362,1.0484380510190836,-1.2995030401187107,-0.1438227041099393,-0.1726883773124637,0.88090167836303,1.3522958953662652,EQT CORPORATION,1,9,2,2,0.23959672105217952,0
SYN_1_0000300,2016-07-23,0.6217083901812429,-0.15683796598361294,-1.4562074686264375,-1.0422187766195607,-1.0304877260666174,-0.9481855449439279,-0.27950787316178444,-0.3470073183205217,-0.3910223164865696,-1.0036586593611911,-0.5172657077135794,-0.9373466941933767,__SYNTHETIC__,1,2,2,1,-1.6502967275004745,1
EOG,2016-02-02,-0.248660872142863,-0.2616352653595313,2.280770931069346,-5.186630804456081,-5.134141101978119,-4.940671469611191,-3.9727307840084745,-0.936793467175942,-1.1385727243401451,-3.360441404237547,-2.5685142377539965,-1.40623968128086,EOG Resources Inc.,6,5,2,2,-0.8801928784188672,0
ROP,2015-01-28,0.4636764948654376,-0.20084888014851965,0.5910192412716105,0.9032299375429685,0.9136173825428354,0.8992315546276823,0.7453192640983755,-0.7601609417277481,-0.00989376721017017,0.31387975938406804,0.46380033532984477,0.22180470927688403,"ROPER TECHNOLOGIES, INC",1,10,2,2,0.21177133444536844,0
EMR,2014-02-24,-0.2286160186905088,-0.25097542271324086,-0.127924553534103,0.22602329693477505,0.2368784482258834,0.25023056885723216,0.1192352691321692,0.45595204718785637,0.14378129973762022,0.5926804203917939,0.31234415345488825,0.126727243854304,EMERSON ELECTRIC CO.,1,10,2,2,-0.04022569468114753,0
SYN_1_0000285,2016-11-30,0.2993734394281773,0.04826528978532796,-0.18101401671520634,-0.1833619882428721,-0.25675787754564094,-0.2949232296982114,-0.2619720126435734,-0.1726071851434765,-0.22963043235567238,-0.31471101406020807,-0.21572779344299642,-0.15205224442108278,__SYNTHETIC__,3,6,2,1,-0.6899369990145436,1
SYN_0_0000076,2016-12-24,0.2229179744265939,0.14770903565398363,-0.22694994521537581,-0.6206928199327599,-0.4566576670887894,-0.6323488981012924,-0.5111475745790326,-0.42194650650852905,-0.6494361033878491,-0.8825147474010842,0.3095324434400699,0.32567001760627523,__SYNTHETIC__,4,6,2,0,-2.884798777797107,1
VRSK,2015-09-09,-1.5827793486189674,1.9173524515606146,0.8249971587448277,1.9304544041784168,1.9401324064221834,1.8047438908637912,1.5121723381514656,-0.27559592339001615,3.654206258459147,1.605109611773744,-0.37461459272159037,-0.1652649589828325,VERISK ANALYTICS INC,1,6,2,2,0.482529031682074,0
SYN_0_0000066,2011-07-21,0.2235219287249186,0.1477735367693187,-0.22671123857402642,-0.6196621725679021,-0.45567248610470923,-0.6313497179048806,-0.5103495480520683,-0.42179203343856186,-0.6478535912896515,-0.8823020495781129,0.3096029218194696,0.32504284653046867,__SYNTHETIC__,4,6,2,0,0.3094917206181589,1
X,2015-05-06,0.151884161478849,0.7494000585821748,-1.2835041490138421,-0.6823659446496616,-0.7749372143516723,-0.5813170759128108,-0.478876051254365,1.1070094149847474,-0.248518641084918,-0.6172929334770194,2.102260788015305,2.1806205211400362,United States Steel Corporation,1,0,1,1,1.3909927143552445,0
ENR,2016-05-31,0.69473177507228,-4.548645300184126,0.11452987625265598,-0.8634625992089573,-0.8518550049007696,-0.6561421059678261,-0.5471950000956607,0.4609111233826627,-0.15463155268416007,-0.7970076111567594,0.9577949772984466,0.4702727150224266,"Energizer Holdings, Inc.",6,8,1,1,0.31782448555071163,0
SYN_1_0000226,2012-10-16,0.3326680100816668,0.028876157521506407,-0.1966401028976268,-0.232256904311261,-0.30424754170225476,-0.3201871789922093,-0.27813355508807636,-0.16768751292594497,-0.184876871789311,-0.3389748629616127,-0.18887412756104194,-0.10193713353715461,__SYNTHETIC__,3,6,2,1,0.5026305334258663,1
ITW,2014-05-07,-0.026986478645578446,-0.1448100412503359,-0.16258660287764426,0.3882438186102337,0.3989869338491144,0.4859294267745207,0.40165286518411564,-0.07583755648823458,0.08496615917786925,0.5621665007869654,0.48525840802095604,0.2519251497116829,ILLINOIS TOOL WORKS INC,1,1,2,2,-0.4057237496741882,0
MGM,2013-12-16,-0.04254125346828321,0.3296035061095313,-0.3046787988645115,2.20917478153378,2.2119007509152495,1.630789580665976,2.2378389518068205,-1.0459430481758665,0.4620224257300979,1.095004556060262,-0.2451488733573235,-0.19475658020187356,MGM Resorts International,5,8,2,1,-1.348479150836827,0
SYN_0_0000045,2016-10-21,0.1107030818990895,0.23514587465451342,-0.21418938010567556,-0.7969026616178496,-0.5401388386722594,-0.8129979483111436,-0.6653162953093092,-0.44814319524417856,-0.7300086187979722,-1.01347517888569,0.26988336540780233,0.3031820499502791,__SYNTHETIC__,4,6,2,0,-0.7485883940405624,1
SYN_1_0000268,2015-06-12,0.350102842005491,0.019322717890064567,-0.2124696046280321,-0.2877408221600293,-0.33581055114111624,-0.3601275202877092,-0.293435933744119,-0.1594838473800615,-0.21929628787008326,-0.3492445323080515,-0.15554814519565063,-0.06700671915331924,__SYNTHETIC__,3,6,2,1,1.2139870526679404,1
