split,row_id,test_index,ticker,company_name,rating_date,true_label,true_label_name,pred_label,pred_label_name,confidence,last_y_context,explained_class_id,explained_class_name,explained_class_model_probability,explained_class_lime_prediction_probability,lime_probability_source,lime_rule,lime_weight_for_explained_class,direction,rank,html_path,lime_instance_plot_path
test,10801,671,GOGO,Gogo Inc.,2016-06-09,1,1,0,0,0.9999138687158833,0,1,1,7.26542389714862e-05,7.265423897049502e-05,direct Transformer-LSTM,pretax_profit_margin <= -0.56,0.1726268645741994,supports_explained_class,1,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10801.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10801_all_classes_plot.png
test,10801,671,GOGO,Gogo Inc.,2016-06-09,1,1,0,0,0.9999138687158833,0,1,1,7.26542389714862e-05,7.265423897049502e-05,direct Transformer-LSTM,operating_profit_margin <= -0.59,-0.16492529090539532,opposes_explained_class,2,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10801.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10801_all_classes_plot.png
test,10801,671,GOGO,Gogo Inc.,2016-06-09,1,1,0,0,0.9999138687158833,0,1,1,7.26542389714862e-05,7.265423897049502e-05,direct Transformer-LSTM,net_profit_margin <= -0.47,0.10966917560456699,supports_explained_class,3,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10801.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10801_all_classes_plot.png
test,10801,671,GOGO,Gogo Inc.,2016-06-09,1,1,0,0,0.9999138687158833,0,1,1,7.26542389714862e-05,7.265423897049502e-05,direct Transformer-LSTM,debt_equity_ratio > 0.17,0.08901601751029495,supports_explained_class,4,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10801.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10801_all_classes_plot.png
test,10801,671,GOGO,Gogo Inc.,2016-06-09,1,1,0,0,0.9999138687158833,0,1,1,7.26542389714862e-05,7.265423897049502e-05,direct Transformer-LSTM,roe <= -0.43,0.0666676748300788,supports_explained_class,5,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10801.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10801_all_classes_plot.png
test,10801,671,GOGO,Gogo Inc.,2016-06-09,1,1,0,0,0.9999138687158833,0,1,1,7.26542389714862e-05,7.265423897049502e-05,direct Transformer-LSTM,asset_turnover <= -0.51,-0.06400941207999601,opposes_explained_class,6,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10801.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10801_all_classes_plot.png
test,10801,671,GOGO,Gogo Inc.,2016-06-09,1,1,0,0,0.9999138687158833,0,1,1,7.26542389714862e-05,7.265423897049502e-05,direct Transformer-LSTM,roa <= -0.67,0.05824604011979894,supports_explained_class,7,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10801.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10801_all_classes_plot.png
test,10801,671,GOGO,Gogo Inc.,2016-06-09,1,1,0,0,0.9999138687158833,0,1,1,7.26542389714862e-05,7.265423897049502e-05,direct Transformer-LSTM,ebit_margin <= -0.46,-0.05619960307345285,opposes_explained_class,8,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10801.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10801_all_classes_plot.png
test,10801,671,GOGO,Gogo Inc.,2016-06-09,1,1,0,0,0.9999138687158833,0,1,1,7.26542389714862e-05,7.265423897049502e-05,direct Transformer-LSTM,current_ratio > 0.34,0.03643724140317323,supports_explained_class,9,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10801.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10801_all_classes_plot.png
test,10801,671,GOGO,Gogo Inc.,2016-06-09,1,1,0,0,0.9999138687158833,0,1,1,7.26542389714862e-05,7.265423897049502e-05,direct Transformer-LSTM,gross_profit_margin > 0.31,0.020421905043171984,supports_explained_class,10,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10801.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10801_all_classes_plot.png
test,10801,671,GOGO,Gogo Inc.,2016-06-09,1,1,0,0,0.9999138687158833,0,2,2,1.3477045145178574e-05,1.347705878741602e-05,direct Transformer-LSTM,pretax_profit_margin <= -0.56,-0.27558660344796054,opposes_explained_class,1,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10801.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10801_all_classes_plot.png
test,10801,671,GOGO,Gogo Inc.,2016-06-09,1,1,0,0,0.9999138687158833,0,2,2,1.3477045145178574e-05,1.347705878741602e-05,direct Transformer-LSTM,operating_profit_margin <= -0.59,0.17131974396510788,supports_explained_class,2,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10801.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10801_all_classes_plot.png
test,10801,671,GOGO,Gogo Inc.,2016-06-09,1,1,0,0,0.9999138687158833,0,2,2,1.3477045145178574e-05,1.347705878741602e-05,direct Transformer-LSTM,net_profit_margin <= -0.47,-0.1416472659259761,opposes_explained_class,3,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10801.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10801_all_classes_plot.png
test,10801,671,GOGO,Gogo Inc.,2016-06-09,1,1,0,0,0.9999138687158833,0,2,2,1.3477045145178574e-05,1.347705878741602e-05,direct Transformer-LSTM,roa <= -0.67,-0.1374225507243277,opposes_explained_class,4,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10801.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10801_all_classes_plot.png
test,10801,671,GOGO,Gogo Inc.,2016-06-09,1,1,0,0,0.9999138687158833,0,2,2,1.3477045145178574e-05,1.347705878741602e-05,direct Transformer-LSTM,current_ratio > 0.34,-0.12502551967905565,opposes_explained_class,5,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10801.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10801_all_classes_plot.png
test,10801,671,GOGO,Gogo Inc.,2016-06-09,1,1,0,0,0.9999138687158833,0,2,2,1.3477045145178574e-05,1.347705878741602e-05,direct Transformer-LSTM,roe <= -0.43,-0.12400419703275567,opposes_explained_class,6,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10801.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10801_all_classes_plot.png
test,10801,671,GOGO,Gogo Inc.,2016-06-09,1,1,0,0,0.9999138687158833,0,2,2,1.3477045145178574e-05,1.347705878741602e-05,direct Transformer-LSTM,debt_equity_ratio > 0.17,-0.10013159238101013,opposes_explained_class,7,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10801.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10801_all_classes_plot.png
test,10801,671,GOGO,Gogo Inc.,2016-06-09,1,1,0,0,0.9999138687158833,0,2,2,1.3477045145178574e-05,1.347705878741602e-05,direct Transformer-LSTM,asset_turnover <= -0.51,0.08258399592173037,supports_explained_class,8,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10801.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10801_all_classes_plot.png
test,10801,671,GOGO,Gogo Inc.,2016-06-09,1,1,0,0,0.9999138687158833,0,2,2,1.3477045145178574e-05,1.347705878741602e-05,direct Transformer-LSTM,gross_profit_margin > 0.31,-0.055085042958903624,opposes_explained_class,9,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10801.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10801_all_classes_plot.png
test,10801,671,GOGO,Gogo Inc.,2016-06-09,1,1,0,0,0.9999138687158833,0,2,2,1.3477045145178574e-05,1.347705878741602e-05,direct Transformer-LSTM,ebit_margin <= -0.46,-0.023298895617562453,opposes_explained_class,10,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10801.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10801_all_classes_plot.png
test,10955,81,AMRX,Amneal Pharmaceuticals LLC,2016-10-26,1,1,0,0,0.9999090111407157,1,0,0,0.9999090111407157,0.9999090111734545,direct Transformer-LSTM,current_ratio > 0.34,0.051139722384027246,supports_explained_class,1,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955_all_classes_plot.png
test,10955,81,AMRX,Amneal Pharmaceuticals LLC,2016-10-26,1,1,0,0,0.9999090111407157,1,0,0,0.9999090111407157,0.9999090111734545,direct Transformer-LSTM,debt_equity_ratio <= -0.22,0.037452932880710464,supports_explained_class,2,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955_all_classes_plot.png
test,10955,81,AMRX,Amneal Pharmaceuticals LLC,2016-10-26,1,1,0,0,0.9999090111407157,1,0,0,0.9999090111407157,0.9999090111734545,direct Transformer-LSTM,0.06 < operating_cashflow_ps <= 0.39,0.029111352575204065,supports_explained_class,3,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955_all_classes_plot.png
test,10955,81,AMRX,Amneal Pharmaceuticals LLC,2016-10-26,1,1,0,0,0.9999090111407157,1,0,0,0.9999090111407157,0.9999090111734545,direct Transformer-LSTM,-0.19 < gross_profit_margin <= 0.31,0.021642009030790037,supports_explained_class,4,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955_all_classes_plot.png
test,10955,81,AMRX,Amneal Pharmaceuticals LLC,2016-10-26,1,1,0,0,0.9999090111407157,1,0,0,0.9999090111407157,0.9999090111734545,direct Transformer-LSTM,-0.59 < operating_profit_margin <= -0.24,0.016851779184776535,supports_explained_class,5,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955_all_classes_plot.png
test,10955,81,AMRX,Amneal Pharmaceuticals LLC,2016-10-26,1,1,0,0,0.9999090111407157,1,0,0,0.9999090111407157,0.9999090111734545,direct Transformer-LSTM,asset_turnover <= -0.51,0.008948151781167389,supports_explained_class,6,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955_all_classes_plot.png
test,10955,81,AMRX,Amneal Pharmaceuticals LLC,2016-10-26,1,1,0,0,0.9999090111407157,1,0,0,0.9999090111407157,0.9999090111734545,direct Transformer-LSTM,-0.29 < ebit_margin <= 0.24,-0.008086279358490897,opposes_explained_class,7,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955_all_classes_plot.png
test,10955,81,AMRX,Amneal Pharmaceuticals LLC,2016-10-26,1,1,0,0,0.9999090111407157,1,0,0,0.9999090111407157,0.9999090111734545,direct Transformer-LSTM,-0.67 < roa <= -0.31,0.0024854723783819047,supports_explained_class,8,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955_all_classes_plot.png
test,10955,81,AMRX,Amneal Pharmaceuticals LLC,2016-10-26,1,1,0,0,0.9999090111407157,1,0,0,0.9999090111407157,0.9999090111734545,direct Transformer-LSTM,-0.25 < net_profit_margin <= 0.21,-0.0022062458802890182,opposes_explained_class,9,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955_all_classes_plot.png
test,10955,81,AMRX,Amneal Pharmaceuticals LLC,2016-10-26,1,1,0,0,0.9999090111407157,1,0,0,0.9999090111407157,0.9999090111734545,direct Transformer-LSTM,-0.43 < roe <= -0.15,-0.002197885341614707,opposes_explained_class,10,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955_all_classes_plot.png
test,10955,81,AMRX,Amneal Pharmaceuticals LLC,2016-10-26,1,1,0,0,0.9999090111407157,1,1,1,5.5198996094332244e-05,5.519899609613956e-05,direct Transformer-LSTM,asset_turnover <= -0.51,-0.07192044673950548,opposes_explained_class,1,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955_all_classes_plot.png
test,10955,81,AMRX,Amneal Pharmaceuticals LLC,2016-10-26,1,1,0,0,0.9999090111407157,1,1,1,5.5198996094332244e-05,5.519899609613956e-05,direct Transformer-LSTM,debt_equity_ratio <= -0.22,-0.06235101519468351,opposes_explained_class,2,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955_all_classes_plot.png
test,10955,81,AMRX,Amneal Pharmaceuticals LLC,2016-10-26,1,1,0,0,0.9999090111407157,1,1,1,5.5198996094332244e-05,5.519899609613956e-05,direct Transformer-LSTM,-0.59 < operating_profit_margin <= -0.24,-0.04792917151989155,opposes_explained_class,3,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955_all_classes_plot.png
test,10955,81,AMRX,Amneal Pharmaceuticals LLC,2016-10-26,1,1,0,0,0.9999090111407157,1,1,1,5.5198996094332244e-05,5.519899609613956e-05,direct Transformer-LSTM,-0.67 < roa <= -0.31,0.028893200046616888,supports_explained_class,4,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955_all_classes_plot.png
test,10955,81,AMRX,Amneal Pharmaceuticals LLC,2016-10-26,1,1,0,0,0.9999090111407157,1,1,1,5.5198996094332244e-05,5.519899609613956e-05,direct Transformer-LSTM,0.06 < operating_cashflow_ps <= 0.39,-0.024042924850073717,opposes_explained_class,5,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955_all_classes_plot.png
test,10955,81,AMRX,Amneal Pharmaceuticals LLC,2016-10-26,1,1,0,0,0.9999090111407157,1,1,1,5.5198996094332244e-05,5.519899609613956e-05,direct Transformer-LSTM,current_ratio > 0.34,0.02124225562180052,supports_explained_class,6,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955_all_classes_plot.png
test,10955,81,AMRX,Amneal Pharmaceuticals LLC,2016-10-26,1,1,0,0,0.9999090111407157,1,1,1,5.5198996094332244e-05,5.519899609613956e-05,direct Transformer-LSTM,-0.19 < gross_profit_margin <= 0.31,-0.01780405120110631,opposes_explained_class,7,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955_all_classes_plot.png
test,10955,81,AMRX,Amneal Pharmaceuticals LLC,2016-10-26,1,1,0,0,0.9999090111407157,1,1,1,5.5198996094332244e-05,5.519899609613956e-05,direct Transformer-LSTM,-0.25 < net_profit_margin <= 0.21,-0.01166832280689965,opposes_explained_class,8,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955_all_classes_plot.png
test,10955,81,AMRX,Amneal Pharmaceuticals LLC,2016-10-26,1,1,0,0,0.9999090111407157,1,1,1,5.5198996094332244e-05,5.519899609613956e-05,direct Transformer-LSTM,-0.43 < roe <= -0.15,0.011538720126657423,supports_explained_class,9,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955_all_classes_plot.png
test,10955,81,AMRX,Amneal Pharmaceuticals LLC,2016-10-26,1,1,0,0,0.9999090111407157,1,1,1,5.5198996094332244e-05,5.519899609613956e-05,direct Transformer-LSTM,-0.29 < ebit_margin <= 0.24,0.004895292323407021,supports_explained_class,10,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955_all_classes_plot.png
test,10955,81,AMRX,Amneal Pharmaceuticals LLC,2016-10-26,1,1,0,0,0.9999090111407157,1,2,2,3.5789863189982314e-05,3.5789830449345926e-05,direct Transformer-LSTM,current_ratio > 0.34,-0.0723819780058278,opposes_explained_class,1,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955_all_classes_plot.png
test,10955,81,AMRX,Amneal Pharmaceuticals LLC,2016-10-26,1,1,0,0,0.9999090111407157,1,2,2,3.5789863189982314e-05,3.5789830449345926e-05,direct Transformer-LSTM,asset_turnover <= -0.51,0.0629722949583381,supports_explained_class,2,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955_all_classes_plot.png
test,10955,81,AMRX,Amneal Pharmaceuticals LLC,2016-10-26,1,1,0,0,0.9999090111407157,1,2,2,3.5789863189982314e-05,3.5789830449345926e-05,direct Transformer-LSTM,-0.67 < roa <= -0.31,-0.0313786724249988,opposes_explained_class,3,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955_all_classes_plot.png
test,10955,81,AMRX,Amneal Pharmaceuticals LLC,2016-10-26,1,1,0,0,0.9999090111407157,1,2,2,3.5789863189982314e-05,3.5789830449345926e-05,direct Transformer-LSTM,-0.59 < operating_profit_margin <= -0.24,0.031077392335115025,supports_explained_class,4,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955_all_classes_plot.png
test,10955,81,AMRX,Amneal Pharmaceuticals LLC,2016-10-26,1,1,0,0,0.9999090111407157,1,2,2,3.5789863189982314e-05,3.5789830449345926e-05,direct Transformer-LSTM,debt_equity_ratio <= -0.22,0.02489808231397303,supports_explained_class,5,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955_all_classes_plot.png
test,10955,81,AMRX,Amneal Pharmaceuticals LLC,2016-10-26,1,1,0,0,0.9999090111407157,1,2,2,3.5789863189982314e-05,3.5789830449345926e-05,direct Transformer-LSTM,-0.25 < net_profit_margin <= 0.21,0.013874568687188657,supports_explained_class,6,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955_all_classes_plot.png
test,10955,81,AMRX,Amneal Pharmaceuticals LLC,2016-10-26,1,1,0,0,0.9999090111407157,1,2,2,3.5789863189982314e-05,3.5789830449345926e-05,direct Transformer-LSTM,-0.43 < roe <= -0.15,-0.009340834785042712,opposes_explained_class,7,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955_all_classes_plot.png
test,10955,81,AMRX,Amneal Pharmaceuticals LLC,2016-10-26,1,1,0,0,0.9999090111407157,1,2,2,3.5789863189982314e-05,3.5789830449345926e-05,direct Transformer-LSTM,0.06 < operating_cashflow_ps <= 0.39,-0.00506842772513037,opposes_explained_class,8,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955_all_classes_plot.png
test,10955,81,AMRX,Amneal Pharmaceuticals LLC,2016-10-26,1,1,0,0,0.9999090111407157,1,2,2,3.5789863189982314e-05,3.5789830449345926e-05,direct Transformer-LSTM,-0.19 < gross_profit_margin <= 0.31,-0.003837957829683741,opposes_explained_class,9,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955_all_classes_plot.png
test,10955,81,AMRX,Amneal Pharmaceuticals LLC,2016-10-26,1,1,0,0,0.9999090111407157,1,2,2,3.5789863189982314e-05,3.5789830449345926e-05,direct Transformer-LSTM,-0.29 < ebit_margin <= 0.24,0.003190987035083875,supports_explained_class,10,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10955_all_classes_plot.png
test,10044,1590,UHS,"UNIVERSAL HEALTH SERVICES,",2014-09-02,2,2,2,2,0.42322343130251355,1,0,0,0.15618715621156432,0.15618712967355355,direct Transformer-LSTM,roe > 0.07,-0.05211684906368288,opposes_explained_class,1,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10044.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10044_all_classes_plot.png
test,10044,1590,UHS,"UNIVERSAL HEALTH SERVICES,",2014-09-02,2,2,2,2,0.42322343130251355,1,0,0,0.15618715621156432,0.15618712967355355,direct Transformer-LSTM,0.06 < operating_cashflow_ps <= 0.39,0.020858741464131345,supports_explained_class,2,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10044.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10044_all_classes_plot.png
test,10044,1590,UHS,"UNIVERSAL HEALTH SERVICES,",2014-09-02,2,2,2,2,0.42322343130251355,1,0,0,0.15618715621156432,0.15618712967355355,direct Transformer-LSTM,gross_profit_margin > 0.31,0.020736764393705934,supports_explained_class,3,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10044.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10044_all_classes_plot.png
test,10044,1590,UHS,"UNIVERSAL HEALTH SERVICES,",2014-09-02,2,2,2,2,0.42322343130251355,1,0,0,0.15618715621156432,0.15618712967355355,direct Transformer-LSTM,0.05 < debt_equity_ratio <= 0.17,-0.018585341066048852,opposes_explained_class,4,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10044.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10044_all_classes_plot.png
test,10044,1590,UHS,"UNIVERSAL HEALTH SERVICES,",2014-09-02,2,2,2,2,0.42322343130251355,1,0,0,0.15618715621156432,0.15618712967355355,direct Transformer-LSTM,asset_turnover > 0.20,-0.01643908875979715,opposes_explained_class,5,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10044.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10044_all_classes_plot.png
test,10044,1590,UHS,"UNIVERSAL HEALTH SERVICES,",2014-09-02,2,2,2,2,0.42322343130251355,1,0,0,0.15618715621156432,0.15618712967355355,direct Transformer-LSTM,-0.29 < ebit_margin <= 0.24,-0.013945285844678747,opposes_explained_class,6,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10044.html,/kaggle/working/credit_rating_artifacts/tlstm_financial_lime_row_10044_all_classes_plot.png
