split,row_id,test_index,ticker,company_name,rating_date,true_label,true_label_name,pred_label,pred_label_name,confidence,last_y_context,explained_class_id,explained_class_name,explained_class_model_probability,feature,feature_value,shap_value,abs_shap_value,direction,rank,xai_method,xai_probability_source
test,7671,1192,PCG,PG&E CORPORATION,2013-07-12,1,1,2,2,0.9880795800526417,2,2,2,0.9880795800526417,roe,-0.1099311113357544,-0.014315782114863396,0.014315782114863396,opposes_explained_class,5,captum_gradient_shap,direct Transformer-LSTM
test,7671,1192,PCG,PG&E CORPORATION,2013-07-12,1,1,2,2,0.9880795800526417,2,2,2,0.9880795800526417,operating_profit_margin,0.2093861699104309,-0.0130614023655653,0.0130614023655653,opposes_explained_class,6,captum_gradient_shap,direct Transformer-LSTM
test,7671,1192,PCG,PG&E CORPORATION,2013-07-12,1,1,2,2,0.9880795800526417,2,2,2,0.9880795800526417,gross_profit_margin,0.8062515258789062,-0.012876135297119617,0.012876135297119617,opposes_explained_class,7,captum_gradient_shap,direct Transformer-LSTM
test,7671,1192,PCG,PG&E CORPORATION,2013-07-12,1,1,2,2,0.9880795800526417,2,2,2,0.9880795800526417,roa,-0.40025997161865234,-0.005046818871051073,0.005046818871051073,opposes_explained_class,8,captum_gradient_shap,direct Transformer-LSTM
test,7671,1192,PCG,PG&E CORPORATION,2013-07-12,1,1,2,2,0.9880795800526417,2,2,2,0.9880795800526417,free_cashflow_ps,0.13982632756233215,0.004825016018003225,0.004825016018003225,supports_explained_class,9,captum_gradient_shap,direct Transformer-LSTM
test,7671,1192,PCG,PG&E CORPORATION,2013-07-12,1,1,2,2,0.9880795800526417,2,2,2,0.9880795800526417,net_profit_margin,0.03632386401295662,0.0016122901579365134,0.0016122901579365134,supports_explained_class,10,captum_gradient_shap,direct Transformer-LSTM
test,7786,1679,WPP,Wausau Paper Corp.,2014-07-02,1,1,2,2,0.978484117979648,2,0,0,0.0029958962764694086,pretax_profit_margin,0.13655337691307068,-0.006827164441347122,0.006827164441347122,opposes_explained_class,1,captum_gradient_shap,direct Transformer-LSTM
test,7786,1679,WPP,Wausau Paper Corp.,2014-07-02,1,1,2,2,0.978484117979648,2,0,0,0.0029958962764694086,gross_profit_margin,1.9417884349822998,-0.006218274589627981,0.006218274589627981,opposes_explained_class,2,captum_gradient_shap,direct Transformer-LSTM
test,7786,1679,WPP,Wausau Paper Corp.,2014-07-02,1,1,2,2,0.978484117979648,2,0,0,0.0029958962764694086,current_ratio,-0.811033308506012,-0.0028143369127064943,0.0028143369127064943,opposes_explained_class,3,captum_gradient_shap,direct Transformer-LSTM
test,7786,1679,WPP,Wausau Paper Corp.,2014-07-02,1,1,2,2,0.978484117979648,2,0,0,0.0029958962764694086,roa,-0.12263989448547363,-0.0017958175158128142,0.0017958175158128142,opposes_explained_class,4,captum_gradient_shap,direct Transformer-LSTM
test,7786,1679,WPP,Wausau Paper Corp.,2014-07-02,1,1,2,2,0.978484117979648,2,0,0,0.0029958962764694086,debt_equity_ratio,-0.17893856763839722,-0.001597780385054648,0.001597780385054648,opposes_explained_class,5,captum_gradient_shap,direct Transformer-LSTM
test,7786,1679,WPP,Wausau Paper Corp.,2014-07-02,1,1,2,2,0.978484117979648,2,0,0,0.0029958962764694086,ebit_margin,0.047468822449445724,-0.001535393064841628,0.001535393064841628,opposes_explained_class,6,captum_gradient_shap,direct Transformer-LSTM
test,7786,1679,WPP,Wausau Paper Corp.,2014-07-02,1,1,2,2,0.978484117979648,2,0,0,0.0029958962764694086,operating_profit_margin,0.03648276627063751,0.0008949350449256599,0.0008949350449256599,supports_explained_class,7,captum_gradient_shap,direct Transformer-LSTM
test,7786,1679,WPP,Wausau Paper Corp.,2014-07-02,1,1,2,2,0.978484117979648,2,0,0,0.0029958962764694086,roe,-0.010786374099552631,0.0006797932437621057,0.0006797932437621057,supports_explained_class,8,captum_gradient_shap,direct Transformer-LSTM
test,7786,1679,WPP,Wausau Paper Corp.,2014-07-02,1,1,2,2,0.978484117979648,2,0,0,0.0029958962764694086,free_cashflow_ps,0.2262614667415619,-0.0006429816130548716,0.0006429816130548716,opposes_explained_class,9,captum_gradient_shap,direct Transformer-LSTM
test,7786,1679,WPP,Wausau Paper Corp.,2014-07-02,1,1,2,2,0.978484117979648,2,0,0,0.0029958962764694086,net_profit_margin,0.14317622780799866,0.0004933202872052789,0.0004933202872052789,supports_explained_class,10,captum_gradient_shap,direct Transformer-LSTM
test,7786,1679,WPP,Wausau Paper Corp.,2014-07-02,1,1,2,2,0.978484117979648,2,1,1,0.018519985743882656,pretax_profit_margin,0.13655337691307068,-0.025299660861492157,0.025299660861492157,opposes_explained_class,1,captum_gradient_shap,direct Transformer-LSTM
test,7786,1679,WPP,Wausau Paper Corp.,2014-07-02,1,1,2,2,0.978484117979648,2,1,1,0.018519985743882656,roa,-0.12263989448547363,-0.012279704213142395,0.012279704213142395,opposes_explained_class,2,captum_gradient_shap,direct Transformer-LSTM
test,7786,1679,WPP,Wausau Paper Corp.,2014-07-02,1,1,2,2,0.978484117979648,2,1,1,0.018519985743882656,debt_equity_ratio,-0.17893856763839722,-0.011259641498327255,0.011259641498327255,opposes_explained_class,3,captum_gradient_shap,direct Transformer-LSTM
test,7786,1679,WPP,Wausau Paper Corp.,2014-07-02,1,1,2,2,0.978484117979648,2,1,1,0.018519985743882656,net_profit_margin,0.14317622780799866,-0.009666185826063156,0.009666185826063156,opposes_explained_class,4,captum_gradient_shap,direct Transformer-LSTM
test,7786,1679,WPP,Wausau Paper Corp.,2014-07-02,1,1,2,2,0.978484117979648,2,1,1,0.018519985743882656,current_ratio,-0.811033308506012,-0.009183289483189583,0.009183289483189583,opposes_explained_class,5,captum_gradient_shap,direct Transformer-LSTM
test,7786,1679,WPP,Wausau Paper Corp.,2014-07-02,1,1,2,2,0.978484117979648,2,1,1,0.018519985743882656,ebit_margin,0.047468822449445724,0.004370109178125858,0.004370109178125858,supports_explained_class,6,captum_gradient_shap,direct Transformer-LSTM
test,7786,1679,WPP,Wausau Paper Corp.,2014-07-02,1,1,2,2,0.978484117979648,2,1,1,0.018519985743882656,operating_profit_margin,0.03648276627063751,0.003386864671483636,0.003386864671483636,supports_explained_class,7,captum_gradient_shap,direct Transformer-LSTM
test,7786,1679,WPP,Wausau Paper Corp.,2014-07-02,1,1,2,2,0.978484117979648,2,1,1,0.018519985743882656,asset_turnover,-0.6790518760681152,-0.0024227118119597435,0.0024227118119597435,opposes_explained_class,8,captum_gradient_shap,direct Transformer-LSTM
test,7786,1679,WPP,Wausau Paper Corp.,2014-07-02,1,1,2,2,0.978484117979648,2,1,1,0.018519985743882656,free_cashflow_ps,0.2262614667415619,-0.0021708616986870766,0.0021708616986870766,opposes_explained_class,9,captum_gradient_shap,direct Transformer-LSTM
test,7786,1679,WPP,Wausau Paper Corp.,2014-07-02,1,1,2,2,0.978484117979648,2,1,1,0.018519985743882656,roe,-0.010786374099552631,-0.0020034071058034897,0.0020034071058034897,opposes_explained_class,10,captum_gradient_shap,direct Transformer-LSTM
test,7786,1679,WPP,Wausau Paper Corp.,2014-07-02,1,1,2,2,0.978484117979648,2,2,2,0.978484117979648,pretax_profit_margin,0.13655337691307068,0.02693142741918564,0.02693142741918564,supports_explained_class,1,captum_gradient_shap,direct Transformer-LSTM
test,7786,1679,WPP,Wausau Paper Corp.,2014-07-02,1,1,2,2,0.978484117979648,2,2,2,0.978484117979648,current_ratio,-0.811033308506012,0.0166354738175869,0.0166354738175869,supports_explained_class,2,captum_gradient_shap,direct Transformer-LSTM
test,7786,1679,WPP,Wausau Paper Corp.,2014-07-02,1,1,2,2,0.978484117979648,2,2,2,0.978484117979648,net_profit_margin,0.14317622780799866,0.013317307457327843,0.013317307457327843,supports_explained_class,3,captum_gradient_shap,direct Transformer-LSTM
test,7786,1679,WPP,Wausau Paper Corp.,2014-07-02,1,1,2,2,0.978484117979648,2,2,2,0.978484117979648,debt_equity_ratio,-0.17893856763839722,0.01218394748866558,0.01218394748866558,supports_explained_class,4,captum_gradient_shap,direct Transformer-LSTM
test,7786,1679,WPP,Wausau Paper Corp.,2014-07-02,1,1,2,2,0.978484117979648,2,2,2,0.978484117979648,gross_profit_margin,1.9417884349822998,-0.008667616173624992,0.008667616173624992,opposes_explained_class,5,captum_gradient_shap,direct Transformer-LSTM
test,7786,1679,WPP,Wausau Paper Corp.,2014-07-02,1,1,2,2,0.978484117979648,2,2,2,0.978484117979648,roa,-0.12263989448547363,0.00808444619178772,0.00808444619178772,supports_explained_class,6,captum_gradient_shap,direct Transformer-LSTM
test,7786,1679,WPP,Wausau Paper Corp.,2014-07-02,1,1,2,2,0.978484117979648,2,2,2,0.978484117979648,operating_profit_margin,0.03648276627063751,-0.0045753903687000275,0.0045753903687000275,opposes_explained_class,7,captum_gradient_shap,direct Transformer-LSTM
test,7786,1679,WPP,Wausau Paper Corp.,2014-07-02,1,1,2,2,0.978484117979648,2,2,2,0.978484117979648,free_cashflow_ps,0.2262614667415619,0.0037889787927269936,0.0037889787927269936,supports_explained_class,8,captum_gradient_shap,direct Transformer-LSTM
test,7786,1679,WPP,Wausau Paper Corp.,2014-07-02,1,1,2,2,0.978484117979648,2,2,2,0.978484117979648,asset_turnover,-0.6790518760681152,0.003202803898602724,0.003202803898602724,supports_explained_class,9,captum_gradient_shap,direct Transformer-LSTM
test,7786,1679,WPP,Wausau Paper Corp.,2014-07-02,1,1,2,2,0.978484117979648,2,2,2,0.978484117979648,roe,-0.010786374099552631,0.0020771347917616367,0.0020771347917616367,supports_explained_class,10,captum_gradient_shap,direct Transformer-LSTM
test,8062,774,INSW,INTERNATIONAL SPEEDWAY,2015-02-20,2,2,2,2,0.39351158161426836,2,0,0,0.342358191539103,current_ratio,3.2790980339050293,0.15151359140872955,0.15151359140872955,supports_explained_class,1,captum_gradient_shap,direct Transformer-LSTM
test,8062,774,INSW,INTERNATIONAL SPEEDWAY,2015-02-20,2,2,2,2,0.39351158161426836,2,0,0,0.342358191539103,net_profit_margin,-2.242003917694092,0.10983303189277649,0.10983303189277649,supports_explained_class,2,captum_gradient_shap,direct Transformer-LSTM
test,8062,774,INSW,INTERNATIONAL SPEEDWAY,2015-02-20,2,2,2,2,0.39351158161426836,2,0,0,0.342358191539103,pretax_profit_margin,-2.1812314987182617,0.09795074909925461,0.09795074909925461,supports_explained_class,3,captum_gradient_shap,direct Transformer-LSTM
test,8062,774,INSW,INTERNATIONAL SPEEDWAY,2015-02-20,2,2,2,2,0.39351158161426836,2,0,0,0.342358191539103,operating_cashflow_ps,-2.568514347076416,-0.07322781533002853,0.07322781533002853,opposes_explained_class,4,captum_gradient_shap,direct Transformer-LSTM
test,8062,774,INSW,INTERNATIONAL SPEEDWAY,2015-02-20,2,2,2,2,0.39351158161426836,2,0,0,0.342358191539103,roa,-1.7109737396240234,0.03330908715724945,0.03330908715724945,supports_explained_class,5,captum_gradient_shap,direct Transformer-LSTM
test,8062,774,INSW,INTERNATIONAL SPEEDWAY,2015-02-20,2,2,2,2,0.39351158161426836,2,0,0,0.342358191539103,free_cashflow_ps,-2.4646053314208984,0.0273726973682642,0.0273726973682642,supports_explained_class,6,captum_gradient_shap,direct Transformer-LSTM
test,8062,774,INSW,INTERNATIONAL SPEEDWAY,2015-02-20,2,2,2,2,0.39351158161426836,2,0,0,0.342358191539103,asset_turnover,-1.1226040124893188,-0.024060426279902458,0.024060426279902458,opposes_explained_class,7,captum_gradient_shap,direct Transformer-LSTM
test,8062,774,INSW,INTERNATIONAL SPEEDWAY,2015-02-20,2,2,2,2,0.39351158161426836,2,0,0,0.342358191539103,ebit_margin,-0.24684463441371918,-0.014404157176613808,0.014404157176613808,opposes_explained_class,8,captum_gradient_shap,direct Transformer-LSTM
test,8062,774,INSW,INTERNATIONAL SPEEDWAY,2015-02-20,2,2,2,2,0.39351158161426836,2,0,0,0.342358191539103,operating_profit_margin,-0.2580340802669525,-0.01239579077810049,0.01239579077810049,opposes_explained_class,9,captum_gradient_shap,direct Transformer-LSTM
test,8062,774,INSW,INTERNATIONAL SPEEDWAY,2015-02-20,2,2,2,2,0.39351158161426836,2,0,0,0.342358191539103,debt_equity_ratio,-0.335500031709671,-0.011785352602601051,0.011785352602601051,opposes_explained_class,10,captum_gradient_shap,direct Transformer-LSTM
test,8062,774,INSW,INTERNATIONAL SPEEDWAY,2015-02-20,2,2,2,2,0.39351158161426836,2,1,1,0.26413022684662857,roa,-1.7109737396240234,0.07749751210212708,0.07749751210212708,supports_explained_class,1,captum_gradient_shap,direct Transformer-LSTM
test,8062,774,INSW,INTERNATIONAL SPEEDWAY,2015-02-20,2,2,2,2,0.39351158161426836,2,1,1,0.26413022684662857,pretax_profit_margin,-2.1812314987182617,0.0709436908364296,0.0709436908364296,supports_explained_class,2,captum_gradient_shap,direct Transformer-LSTM
test,8062,774,INSW,INTERNATIONAL SPEEDWAY,2015-02-20,2,2,2,2,0.39351158161426836,2,1,1,0.26413022684662857,net_profit_margin,-2.242003917694092,0.04850621521472931,0.04850621521472931,supports_explained_class,3,captum_gradient_shap,direct Transformer-LSTM
test,8062,774,INSW,INTERNATIONAL SPEEDWAY,2015-02-20,2,2,2,2,0.39351158161426836,2,1,1,0.26413022684662857,operating_cashflow_ps,-2.568514347076416,0.04720703884959221,0.04720703884959221,supports_explained_class,4,captum_gradient_shap,direct Transformer-LSTM
test,8062,774,INSW,INTERNATIONAL SPEEDWAY,2015-02-20,2,2,2,2,0.39351158161426836,2,1,1,0.26413022684662857,debt_equity_ratio,-0.335500031709671,-0.01920323632657528,0.01920323632657528,opposes_explained_class,5,captum_gradient_shap,direct Transformer-LSTM
test,8062,774,INSW,INTERNATIONAL SPEEDWAY,2015-02-20,2,2,2,2,0.39351158161426836,2,1,1,0.26413022684662857,asset_turnover,-1.1226040124893188,-0.011776695027947426,0.011776695027947426,opposes_explained_class,6,captum_gradient_shap,direct Transformer-LSTM
test,8062,774,INSW,INTERNATIONAL SPEEDWAY,2015-02-20,2,2,2,2,0.39351158161426836,2,1,1,0.26413022684662857,gross_profit_margin,-0.5677066445350647,0.009891435503959656,0.009891435503959656,supports_explained_class,7,captum_gradient_shap,direct Transformer-LSTM
test,8062,774,INSW,INTERNATIONAL SPEEDWAY,2015-02-20,2,2,2,2,0.39351158161426836,2,1,1,0.26413022684662857,current_ratio,3.2790980339050293,0.006258954294025898,0.006258954294025898,supports_explained_class,8,captum_gradient_shap,direct Transformer-LSTM
test,8062,774,INSW,INTERNATIONAL SPEEDWAY,2015-02-20,2,2,2,2,0.39351158161426836,2,1,1,0.26413022684662857,roe,-0.514466404914856,0.004684285260736942,0.004684285260736942,supports_explained_class,9,captum_gradient_shap,direct Transformer-LSTM
test,8062,774,INSW,INTERNATIONAL SPEEDWAY,2015-02-20,2,2,2,2,0.39351158161426836,2,1,1,0.26413022684662857,free_cashflow_ps,-2.4646053314208984,-0.003796466626226902,0.003796466626226902,opposes_explained_class,10,captum_gradient_shap,direct Transformer-LSTM
test,8062,774,INSW,INTERNATIONAL SPEEDWAY,2015-02-20,2,2,2,2,0.39351158161426836,2,2,2,0.39351158161426836,current_ratio,3.2790980339050293,-0.15377311408519745,0.15377311408519745,opposes_explained_class,1,captum_gradient_shap,direct Transformer-LSTM
test,8062,774,INSW,INTERNATIONAL SPEEDWAY,2015-02-20,2,2,2,2,0.39351158161426836,2,2,2,0.39351158161426836,pretax_profit_margin,-2.1812314987182617,-0.135766863822937,0.135766863822937,opposes_explained_class,2,captum_gradient_shap,direct Transformer-LSTM
test,8062,774,INSW,INTERNATIONAL SPEEDWAY,2015-02-20,2,2,2,2,0.39351158161426836,2,2,2,0.39351158161426836,net_profit_margin,-2.242003917694092,-0.09813641011714935,0.09813641011714935,opposes_explained_class,3,captum_gradient_shap,direct Transformer-LSTM
test,8062,774,INSW,INTERNATIONAL SPEEDWAY,2015-02-20,2,2,2,2,0.39351158161426836,2,2,2,0.39351158161426836,roa,-1.7109737396240234,-0.08673696219921112,0.08673696219921112,opposes_explained_class,4,captum_gradient_shap,direct Transformer-LSTM
test,8062,774,INSW,INTERNATIONAL SPEEDWAY,2015-02-20,2,2,2,2,0.39351158161426836,2,2,2,0.39351158161426836,free_cashflow_ps,-2.4646053314208984,-0.05347698926925659,0.05347698926925659,opposes_explained_class,5,captum_gradient_shap,direct Transformer-LSTM
test,8062,774,INSW,INTERNATIONAL SPEEDWAY,2015-02-20,2,2,2,2,0.39351158161426836,2,2,2,0.39351158161426836,operating_cashflow_ps,-2.568514347076416,0.03670421987771988,0.03670421987771988,supports_explained_class,6,captum_gradient_shap,direct Transformer-LSTM
test,8062,774,INSW,INTERNATIONAL SPEEDWAY,2015-02-20,2,2,2,2,0.39351158161426836,2,2,2,0.39351158161426836,asset_turnover,-1.1226040124893188,0.033175501972436905,0.033175501972436905,supports_explained_class,7,captum_gradient_shap,direct Transformer-LSTM
test,8062,774,INSW,INTERNATIONAL SPEEDWAY,2015-02-20,2,2,2,2,0.39351158161426836,2,2,2,0.39351158161426836,debt_equity_ratio,-0.335500031709671,0.02800612896680832,0.02800612896680832,supports_explained_class,8,captum_gradient_shap,direct Transformer-LSTM
test,8062,774,INSW,INTERNATIONAL SPEEDWAY,2015-02-20,2,2,2,2,0.39351158161426836,2,2,2,0.39351158161426836,operating_profit_margin,-0.2580340802669525,0.01569722220301628,0.01569722220301628,supports_explained_class,9,captum_gradient_shap,direct Transformer-LSTM
test,8062,774,INSW,INTERNATIONAL SPEEDWAY,2015-02-20,2,2,2,2,0.39351158161426836,2,2,2,0.39351158161426836,roe,-0.514466404914856,-0.011919446289539337,0.011919446289539337,opposes_explained_class,10,captum_gradient_shap,direct Transformer-LSTM
test,8604,773,INSW,INTERNATIONAL SPEEDWAY,2015-02-03,2,2,2,2,0.3982128859631487,2,0,0,0.3367626764319732,current_ratio,3.2790980339050293,0.17971673607826233,0.17971673607826233,supports_explained_class,1,captum_gradient_shap,direct Transformer-LSTM
test,8604,773,INSW,INTERNATIONAL SPEEDWAY,2015-02-03,2,2,2,2,0.3982128859631487,2,0,0,0.3367626764319732,pretax_profit_margin,-2.1812314987182617,0.07995954900979996,0.07995954900979996,supports_explained_class,2,captum_gradient_shap,direct Transformer-LSTM
test,8604,773,INSW,INTERNATIONAL SPEEDWAY,2015-02-03,2,2,2,2,0.3982128859631487,2,0,0,0.3367626764319732,operating_cashflow_ps,-2.568514347076416,-0.07908186316490173,0.07908186316490173,opposes_explained_class,3,captum_gradient_shap,direct Transformer-LSTM
test,8604,773,INSW,INTERNATIONAL SPEEDWAY,2015-02-03,2,2,2,2,0.3982128859631487,2,0,0,0.3367626764319732,net_profit_margin,-2.242003917694092,0.06434061378240585,0.06434061378240585,supports_explained_class,4,captum_gradient_shap,direct Transformer-LSTM
test,8604,773,INSW,INTERNATIONAL SPEEDWAY,2015-02-03,2,2,2,2,0.3982128859631487,2,0,0,0.3367626764319732,free_cashflow_ps,-2.4646053314208984,0.05736131966114044,0.05736131966114044,supports_explained_class,5,captum_gradient_shap,direct Transformer-LSTM
test,8604,773,INSW,INTERNATIONAL SPEEDWAY,2015-02-03,2,2,2,2,0.3982128859631487,2,0,0,0.3367626764319732,asset_turnover,-1.1226040124893188,-0.02392078936100006,0.02392078936100006,opposes_explained_class,6,captum_gradient_shap,direct Transformer-LSTM
test,8604,773,INSW,INTERNATIONAL SPEEDWAY,2015-02-03,2,2,2,2,0.3982128859631487,2,0,0,0.3367626764319732,debt_equity_ratio,-0.335500031709671,-0.019634228199720383,0.019634228199720383,opposes_explained_class,7,captum_gradient_shap,direct Transformer-LSTM
test,8604,773,INSW,INTERNATIONAL SPEEDWAY,2015-02-03,2,2,2,2,0.3982128859631487,2,0,0,0.3367626764319732,gross_profit_margin,-0.5677066445350647,0.017387839034199715,0.017387839034199715,supports_explained_class,8,captum_gradient_shap,direct Transformer-LSTM
test,8604,773,INSW,INTERNATIONAL SPEEDWAY,2015-02-03,2,2,2,2,0.3982128859631487,2,0,0,0.3367626764319732,roa,-1.7109737396240234,0.012850839644670486,0.012850839644670486,supports_explained_class,9,captum_gradient_shap,direct Transformer-LSTM
test,8604,773,INSW,INTERNATIONAL SPEEDWAY,2015-02-03,2,2,2,2,0.3982128859631487,2,0,0,0.3367626764319732,operating_profit_margin,-0.2580340802669525,-0.006778983399271965,0.006778983399271965,opposes_explained_class,10,captum_gradient_shap,direct Transformer-LSTM
test,8604,773,INSW,INTERNATIONAL SPEEDWAY,2015-02-03,2,2,2,2,0.3982128859631487,2,1,1,0.2650244376048781,roa,-1.7109737396240234,0.058224715292453766,0.058224715292453766,supports_explained_class,1,captum_gradient_shap,direct Transformer-LSTM
test,8604,773,INSW,INTERNATIONAL SPEEDWAY,2015-02-03,2,2,2,2,0.3982128859631487,2,1,1,0.2650244376048781,current_ratio,3.2790980339050293,-0.048398859798908234,0.048398859798908234,opposes_explained_class,2,captum_gradient_shap,direct Transformer-LSTM
test,8604,773,INSW,INTERNATIONAL SPEEDWAY,2015-02-03,2,2,2,2,0.3982128859631487,2,1,1,0.2650244376048781,operating_cashflow_ps,-2.568514347076416,0.04725254327058792,0.04725254327058792,supports_explained_class,3,captum_gradient_shap,direct Transformer-LSTM
