rating_detail,company_name,ticker,rating_agency,rating_date,sector,source,current_ratio,debt_equity_ratio,gross_profit_margin,operating_profit_margin,ebit_margin,pretax_profit_margin,net_profit_margin,asset_turnover,roe,roa,operating_cashflow_ps,free_cashflow_ps,is_synthetic
5,__SYNTHETIC__,SYN_5_0000098,5,2014-04-09,7,2,-0.47879028861190087,1.343470595219526,-0.28395166829483176,-0.2224813073076346,-0.4069370181147596,-0.6670092496972639,0.7049639550361428,0.5821123501666063,2.0789765667928934,1.1928849381461681,-0.1304859711143953,-0.3346862150735892,1
14,Cenovus Energy Inc.,CVE,6,2014-04-03,5,2,-0.19442725912947925,-0.24932289176771613,-0.7520629292839607,-0.02513546528839881,-0.012349669480597377,-0.34733651409395455,-0.36237704903969753,-0.010769190816583544,-0.07972892522950234,-0.23201437393211502,-0.3027052527575779,-0.025397758165285216,0
10,"Nuance Communications, Inc.",NUAN,6,2014-02-27,10,1,0.09196921221643495,0.31128781830745694,0.6135268266560391,-0.8429070537285859,-1.9919992467007852,-1.7439403499266846,-1.28524055017495,-0.9977023748563051,-0.42542619171375723,-1.2251690163445261,0.4901977991776768,0.22278879093768153,0
8,Universal Hospital Services Inc.,UHS,6,2012-07-24,7,2,-0.03329298927736089,0.48170252532754637,1.7942632919012265,0.028072312661661387,0.04073340522436326,0.013829858451469217,-0.13812629544895524,0.2304817476253713,0.1750671244594501,0.15785292969678524,0.806459230250738,0.3956129173420418,0
19,__SYNTHETIC__,SYN_19_0000150,1,2014-08-02,3,2,-0.6030614003984274,-0.232692165759957,-1.2093468190909955,-0.6798973889542088,-0.6531050857110863,-0.3992166980840821,-0.5347767800686194,3.0630824746675174,0.17468101100097844,0.34348693988374723,0.22603296868334688,-0.23639270266738288,1
16,Compass Group PLC,COMP,6,2014-05-14,10,2,-0.6331436347021536,-0.040915129237297544,0.38383949842286613,0.8334021705806695,0.8441758088927479,1.2733416095718222,1.181931611592492,-0.5621010097634934,0.2568057340073457,0.7671069337920002,-0.38282714080749014,0.12888990593126992,0
6,__SYNTHETIC__,SYN_6_0000123,1,2012-09-14,10,2,-0.2858359801093966,0.3501913068385818,-0.6857543690819035,-1.424297022593949,-1.5677274084416721,-1.9710738836289083,-1.554499130274361,-0.841007537516944,-1.129817117600183,-1.096735292141588,-0.45114942208315645,-0.36723912264362113,1
13,HP Inc.,HPQ,1,2014-01-15,10,1,-0.6593725268283616,1.0534842336290182,0.2833308733887372,-0.5276212684108477,-0.85239550341457,-0.6304954709243165,-0.2621724349160648,0.5423289718573343,0.16550554241414742,-0.017768671156644437,1.6271296669491675,1.2381888127978156,0
13,Tech Data Corporation,TECD,5,2012-09-14,10,1,-0.20237570641966351,0.6695304871026703,-1.531726020359235,-0.9618541599341468,-0.9575488671324373,-0.7332351074263064,-0.621103874067492,3.204363649760527,-0.04648540483709816,-0.23952314915059478,2.210243125846871,3.369015787908796,0
13,Plains All American Pipeline L.P.,PAA,6,2013-06-28,4,2,-0.8150659560188263,0.16881198684597404,-1.5041173431536565,-0.7440863068329187,-0.7296155035607609,-0.5641459718081541,-0.49644406538136254,1.7761674724268968,0.08935635282394967,0.15840257190990117,-1.9728225437604665,-1.870351113499646,0
21,__SYNTHETIC__,SYN_21_0000194,4,2012-10-10,7,2,0.8148299005608204,-0.03815690121006643,-0.5050601854730215,-0.8104478823312817,-0.5207506268657536,-1.0204111655526633,-0.6960023975029079,0.1991531127386712,-0.23541957458714347,-0.6616190124542669,-0.008872679537513584,-0.08563778476858586,1
4,__SYNTHETIC__,SYN_4_0000091,5,2014-09-10,8,2,3.3412738043921664,0.6032064667463892,-0.9405588564903096,-0.6644352029686376,-0.5373211421998025,-0.7537404620271229,-0.5158367437600679,0.22515702099151969,0.0031047016557526064,-1.0078926483039021,-1.014680171177669,-0.11307359418500917,1
17,PACCAR Inc.,PCAR,6,2012-05-08,2,2,0.5903280237020665,0.13345531153387544,-0.9260442582875581,-0.3137186590035972,-0.3002565098105584,-0.2942811103830755,-0.27219421028764024,-0.06926382816147802,-0.09545653998177582,-0.3015529037075109,0.06004278227667612,-0.10717457327490634,0
18,__SYNTHETIC__,SYN_18_0000137,1,2014-12-29,8,2,1.1022266603003603,-0.47333701296164943,1.1463473933146278,0.72825640665714,0.7138505244378308,0.7930394651092616,1.188054311741217,-0.5171785669416624,-0.046384297563005994,0.9514477845160911,-0.04938746041165354,-0.11803411572781641,1
17,DOVER CORPORATION,DOV,1,2014-07-18,1,2,0.3598230014146844,-0.22789352313976866,-0.18357560363519182,0.25582255969929835,0.26794987325501973,0.3437847092998949,0.584098746540689,-0.1979580200048466,0.0653291175450011,0.4121857889560056,-0.004352342718116993,0.025440680125296728,0
12,PITNEY BOWES INC,PBI,1,2013-12-12,10,2,-0.7298924278123801,-4.675760229653745,0.6091389744889918,0.09136612455813421,0.1038788752046294,0.138587116362521,0.6649569043480902,-0.52625005033447,-5.088998506672769,0.11327664019510118,-0.2564974710439437,-0.14949329774798403,0
10,WEATHERFORD INTERNATIONAL PLC,WFRD,1,2014-09-04,5,2,0.06640282579138689,0.18618844390630587,-0.9640017765624636,-0.7733119152927457,-0.7587726158654137,-0.9236637967988223,-0.9151220239837864,-0.12617288072890434,-0.4116115027421284,-1.1348343265112828,-0.33340433412675796,0.13545070744766918,0
13,Pitney Bowes Inc.,PBI,6,2012-11-27,8,1,-0.6459277494964872,3.745738238859186,2.1782889374465517,-0.3044191295237048,-0.2759578820238368,-0.06728960100412637,0.15144775975886068,-0.2708116725713566,5.650442065514583,0.12481468329634736,1.1357007467305409,0.6366263241792682,0
18,EBAY INC.,EBAY,1,2014-05-20,10,2,0.1843736638818598,-0.5879701850010226,1.54711374633301,1.2232891144316957,1.233148973424408,1.500520602823519,2.203388987200699,-1.3022797200115062,-0.0903366939962722,0.007158410239215615,0.3059354299086084,0.2973563638262993,0
14,Marathon Oil Corporation,MRO,2,2012-06-15,5,2,-1.2077406789921101,-0.46894305587277385,0.6715166862287407,1.4385109936389322,1.4478664364017702,1.445176768710649,1.089970157768429,-0.6149741944258005,-0.05784624850364288,0.092550686865631,0.3121681472174049,0.035888212397856695,0
16,America Movil S.A.B. de C.V.,AMX,2,2013-06-26,9,2,-1.0599676532241813,0.3582912174240746,0.49329063686790936,0.558458527927475,0.569876552563871,0.5842404963045171,0.3918904241193705,0.02607699948003155,0.44030479713930737,0.7197050904035621,-0.8573091862133553,-0.15474815773031328,0
12,Edgewell Personal Care Co.,ENR,5,2012-06-15,1,2,0.5186514042678749,0.2287893723310261,0.1117115605916461,-0.03617310423963879,-0.023361439480934186,-0.10864809539523178,-0.16282204112952867,-0.09262847687426921,0.00396509229588208,-0.16391212077009987,-1.8155147171676318,-1.0906107361217112,0
13,CARPENTER TECHNOLOGY,CRS,1,2014-05-15,1,2,1.1764847181230886,-0.2852028261878212,-0.9767439692715489,-0.21070680915790452,-0.1974860891779316,-0.04533966046456613,-0.0883342936544515,0.056448358795677195,-0.0264012433545338,0.024383179746029337,0.05477413452309335,-0.7499776526517875,0
8,__SYNTHETIC__,SYN_8_0000129,2,2014-11-19,5,2,0.9760995194394539,-0.550286793126328,-1.3308056650524447,-1.1533788800272236,-1.604144752166305,-1.344563981311591,-1.4584455814435042,1.0351725755099985,-0.8638031848104379,-1.2500025266722994,0.37822285453490734,1.1924338283712381,1
13,Aon plc,AON,5,2012-06-15,6,1,-0.6321942467854391,0.9742621223358954,2.2727521048480375,0.10231156257773087,-0.03793518292006863,0.1652694415268969,0.11523449132857147,-0.8194663559520788,-0.003985967173472414,-0.2842965246371143,1.0728571481370712,0.6063503237047556,0
21,__SYNTHETIC__,SYN_21_0000186,5,2014-12-30,6,2,-0.0893396456518587,-0.5462269372114177,-0.3068015727796829,0.3858415114490361,0.7243776694122372,0.3527264458650148,0.6575064585005839,0.070312133995031,0.03859522483695699,0.9468780517778432,-0.0734740975441377,-0.12229343582318197,1
8,Belden Inc.,BDC,6,2011-04-26,10,2,0.69325270212809,0.04659953335907852,-0.5804107751216078,-0.4281291575185806,-0.41439886406190296,-0.4502380733804909,-0.03381283258115783,0.28052027129955537,-0.06846935380356953,-0.23173359440862942,-0.9869234583851905,-0.3285627571458198,0
10,"AMKOR TECHNOLOGY, INC",AMKR,1,2014-05-19,10,2,0.010785163562301971,0.839636919902576,-1.1263171522663784,-0.595584957841744,-0.581462197672199,-0.6616507276340499,-0.5500404694867578,0.28479045964692246,-0.15007249064191353,-0.6220318503557521,-0.5831638224120816,-0.37004194777556676,0
8,Huntsman International LLC,HUN,6,2013-12-10,0,2,0.22997824377617504,0.6805227418934923,-1.0129184640472946,-0.42844876861585396,-0.41471772608559093,-0.41833936302667774,-0.38511262212042385,0.8517849219858868,0.1958327903537244,-0.11926231920222714,0.6717396527802587,0.30904764994083067,0
9,MGM RESORTS INTERNATIONAL,MGM,1,2014-05-27,8,2,-0.4094076501180296,0.5435299265304112,-0.3229486071528461,-0.9542874612120115,-0.9393240087993587,-2.318067344357685,-2.4195440640106574,-0.9027466612499094,-0.8230037803171986,-1.9623207997139591,0.17776136140913276,-0.011529902827303847,0
6,"Live Nation Entertainment, Inc.",LYV,5,2012-08-15,8,2,-0.7270150307873633,0.18111228700894094,-0.5537537706454312,-1.0403136650811131,-1.0251485927700286,-0.9813271353930735,-0.8462800610955655,0.538596159890426,-0.4250641984094801,-1.1272678574786406,-0.529350617976567,-0.2225638359638052,0
6,"NRG ENERGY, INC.",NRG,1,2013-12-05,9,2,0.047222590770235114,0.4563577372773516,-0.6549524016788227,-0.7113853241549563,-0.6969911622840184,-0.8407317591635697,-0.3708341271994266,-1.1860363099982496,-0.23535895152674316,-0.7139004520686874,-0.25930647673121615,-1.4505841918342903,0
16,Halliburton Company,HAL,5,2012-06-15,5,2,1.0091510604624718,-0.381491152349351,-0.9314615977027979,0.46881001271373396,0.4804381468716365,0.5876438386896657,0.3601461049992741,0.5192334231855638,0.2683924848072897,1.2990591072475142,0.6186298850149148,0.06045235077679232,0
0,__SYNTHETIC__,SYN_0_0000003,1,2014-01-09,4,2,0.14872177481501958,-0.8438247161591121,-1.2149961988857643,-0.9735581760960414,-0.9397306937187251,-0.9884127963321605,-0.9271931682536136,1.2263285319969235,-0.6487409266742459,-0.6810434303187778,0.19773137721223533,0.6025452627617383,1
17,JOHNSON CONTROLS INTERNATIONAL,JOUT,1,2014-02-28,10,2,1.1294887101955398,-0.7521658450663276,-0.1323658836773423,-0.5566164043903601,-0.5425849749483787,-0.34550883498876983,-0.2641396675247591,1.1674688920754492,-0.06384538905680165,0.30270846997506373,-0.5423650542676307,-0.3627970816460832,0
6,__SYNTHETIC__,SYN_6_0000123,0,2014-12-13,8,2,0.1837465382370893,0.3204928183116671,-0.49319807610155375,1.591248546021399,1.7522265421780583,1.6248932815390802,1.8917462693777827,-0.9696201410293394,1.0421054747432645,1.1740355257573833,-0.14151452054473213,-0.4568128205758688,1
18,Sanofi,SNY,6,2012-05-02,7,2,-0.13720333424961506,-0.4762632542665891,1.0239529662586022,0.6382922389497319,0.6495231570536552,0.3851527958057696,0.8298533281205985,-0.8989666308164663,0.06157933518816945,0.5673009322127782,-0.38196897242427563,-0.1355632547179041,0
10,GATX Corporation,GATX,1,2014-05-14,4,1,0.9276060531946162,1.3153338382657906,-0.4459054699306655,-0.007378276559547782,-0.6263212936308633,-0.40961064789600643,0.48047411053479827,-1.2946551066198984,-0.003999013451011091,-0.41285834323971426,1.9480827586899667,-2.4149791266921876,0
18,FEDEX CORPORATION,FDX,1,2014-09-19,8,2,0.16518487125095488,-0.4376299979904475,1.165133088187567,-0.3615916164271381,-0.34801726722550597,-0.16505852302343216,-0.21121257286271572,1.025895660143714,0.07507548436613208,0.357988222106403,-1.042923392708126,-0.7043629804974856,0
9,"T-Mobile USA, Inc.",TMUS,5,2014-09-03,9,2,0.43378955055316215,0.5007671736460264,0.2574416050984218,-0.7179209036409153,-0.703511424310728,-0.8105761210040449,-0.6829050611834387,-0.5659810121593359,-0.30748666696305926,-0.8641409194738895,-1.4261359571465302,-0.9221131843806326,0
11,Ball Corporation,BLL,6,2013-02-26,1,2,-0.3063462133581013,0.9376115624491691,-1.0251506477825212,-0.30671608722469396,-0.29327034998228557,-0.26181290959450504,-0.2637100294372497,0.7049294367871655,0.5226083023251442,0.117752961742961,-0.4379052657862255,-0.039949678116350876,0
5,__SYNTHETIC__,SYN_5_0000106,0,2012-12-10,7,2,-0.2548937021152775,-2.2819064466527763,-0.9143728740067448,-0.4201429558776102,-0.4301551398016068,-0.5766861466621265,-0.6123827739829197,0.399809618204789,0.009752993588260317,-0.617230037420958,2.2009233310760528,3.907898361335349,1
14,"AutoZone, Inc.",AZO,5,2014-01-15,4,2,-1.1235679029945358,-2.5241358767691096,0.3382318455400795,0.49135022062314965,0.5029255272212514,0.5465827041120438,0.3318840066170722,0.9527622901247227,-1.8536136962748064,1.6245205800210885,1.856018310946454,1.7843884572873336,0
20,EXXON MOBIL CORPORATION,XOM,1,2014-08-13,5,2,-0.7983014472555753,-0.7191879860340202,-0.8185809500949566,0.26661436738677663,0.2838530548052146,0.4746524812983698,0.17462810259215764,1.1135521925027279,0.39622248866901516,1.5508486168110462,0.2527178217004553,-0.19681813143499674,0
13,Harley-Davidson Inc.,HOG,6,2011-12-23,2,2,0.25492345105727415,0.9799511650871957,-0.40163054278130794,-0.7160579390357245,-0.7016528259418416,-0.5133410716918603,-0.808776135603005,-0.49054979916743624,-0.22811499569902613,-0.7371252555007232,0.9604302563859844,0.5415363368513391,0
6,Casella Waste Systems Inc.,CWST,6,2012-11-12,8,2,-1.0570405919431038,3.7301406954836946,-0.4568199390627326,-1.2756877016382775,-1.2599709824195093,-2.1232707056601385,-2.194674553931149,-0.03920608714515246,-5.088998506672769,-2.979794562250983,0.11275457839525652,0.041733855455122384,0
16,Air Products and Chemicals Inc.,APD,6,2011-02-16,0,2,-0.34889094965464656,-0.059680823146393024,-0.6583979741163883,0.13960618401928623,0.1520058742789288,0.3552010155130717,0.4047023464471587,-0.24147739802846638,0.12005498002609574,0.3804501957489064,0.15162557146312916,0.3688722097396562,0
18,__SYNTHETIC__,SYN_18_0000138,0,2013-01-21,6,2,2.5138267700917174,-0.9329741424855102,-0.34316749873326824,0.6419546962723519,0.47360103933299413,0.38701941450002053,0.6715069228452561,-0.38400302282501064,-0.2234886878950535,0.22579856501710882,0.7061246949474702,0.7973391702882284,1
6,"NRG Energy, Inc.",NRG,2,2012-06-15,9,2,-0.3848021301261459,0.3008726727955832,-0.7106919651210242,-0.4743964649338058,-0.46055773463576793,-1.419061222402141,-0.496778848278747,-0.9305960405257542,-0.24810616666888322,-0.7442176164501064,-1.270928557300009,-2.7559038489832997,0
8,"SBA Telecommunications, Inc.",SBAC,5,2012-06-15,6,2,-0.7780080764740008,-4.675760229653745,1.105566449532079,0.22652568542227033,0.23872166215909746,-2.241263920219656,-2.3221836593049368,-1.3176276854959963,5.650442065514583,-1.5056332995199038,0.07272426961556201,-0.13537669164160837,0
11,"Charter Communications Operating, LLC",CHTR,5,2014-07-31,9,2,-1.6852689784996515,3.745738238859186,-0.35931987704449003,-0.1387950846473097,-0.12574290441383013,-0.8799708691175856,-0.8971463659088046,-0.6059506551252273,-3.1745544092456157,-1.0536984370160625,0.9568570270606757,0.5575807614127705,0
14,"PERKINELMER, INC",PKI,1,2014-08-12,10,2,0.010785163562301971,-0.26543179587946075,0.09113048979616471,-0.6487647376419879,-0.6345173398466996,-0.6062563828391704,-0.3777864971208575,-0.45234810603083186,-0.21983071170550778,-0.5476697445531045,-0.8327559434722376,-0.348400630925264,0
19,__SYNTHETIC__,SYN_19_0000157,0,2014-03-26,10,2,-0.4516826102834497,0.09008495201114819,0.519053325554627,1.324100040480844,1.147811198037509,1.3093861091480834,0.8547302246533759,-0.36512943872571846,0.2296366396346814,1.0899155272077454,0.3422537015565079,-0.4842013661546667,1
13,Duke Energy Corporation,DUK,5,2013-03-28,9,2,-0.48039756624167684,0.08674126979995876,0.8506744055260701,0.4714003727607389,0.48302243588323485,0.5179607012835205,0.38707724677754535,-1.2088588754114797,-0.12226991211753867,-0.3854402093068966,-1.4276203170814836,-0.3545883062890718,0
19,"J.B. Hunt Transport Services, Inc.",JBHT,1,2014-04-17,11,1,-0.8695020871233388,0.5991108278051595,2.2727521048480375,-0.20404047777763032,-0.22392406606494686,-0.016450187518778844,-0.11593446491631403,1.7941958856944609,0.5506283886749261,1.2070331050306957,2.669019190038513,4.511663589671752,0
5,__SYNTHETIC__,SYN_5_0000098,5,2014-12-30,7,2,-0.3889980310247281,1.322180445766631,-0.2866649541903963,-0.43192262579004215,-0.5727558446144947,-0.7615953754654399,0.5261308980010533,0.5578129468433417,1.9822012231348634,1.0331379212166913,0.0448204197552835,-0.2645035366365631,1
13,ITT Inc.,ITT,5,2014-12-04,1,1,0.43808188877532944,0.6965001223796929,-0.4323963120729076,-0.22735199701280892,-0.22734845139504434,-0.01979596830617161,-0.04084876617981818,-0.0537249757275249,0.07441179844986147,0.024183362114966644,0.9789066874549128,0.314071260015076,0
19,__SYNTHETIC__,SYN_19_0000161,5,2014-12-30,1,2,0.4096617120592383,-0.6077203519789736,0.2585201060175113,0.847832716827873,0.532388755583507,0.999654230480516,0.8981784525870706,0.42931618583954867,0.28331106700679154,1.2758965469117545,0.044124363643574416,0.371924881557665,1
19,__SYNTHETIC__,SYN_19_0000161,5,2014-12-29,1,2,0.41682969011620874,-0.5729874513726081,0.3259137727796251,0.928313117216577,0.6277029417915312,1.0218673168220294,0.9743878982699101,0.23624083221460102,0.2691500003519769,1.2967225123480999,0.037157704999896346,0.3449478949341924,1
14,Compass Group PLC,COMP,5,2012-07-13,10,2,-1.2612002448584045,0.3619921678431307,-0.2557398655268603,1.0991256309418376,1.1092764923013203,0.824998991486838,0.6906802207294889,-0.7191893952481901,0.15613417427741053,0.14477685247644476,0.15019159450893044,-0.027854172003178784,0
16,"NORDSTROM, INC",JWN,1,2014-06-25,4,2,0.3900116048179915,0.44894318263459665,-0.20495180653164977,-0.1690537433254901,-0.1559306457736239,-0.05018818347030044,-0.14150154098523174,1.144900310267334,0.5882384398807062,0.6166254284617909,0.5109137729281056,-0.19868376219795386,0
14,ASML Holding N.V.,ASML,2,2013-09-25,1,2,0.9987817854757522,-0.5736451240849406,-0.04114254627438502,0.8575732425770473,0.8682902310677723,1.0416441188863383,1.4212102501553783,-0.2404396635401167,0.40670500908167123,1.7383144079532244,-2.422433156049455,-2.063692648234104,0
6,VECTOR GROUP LTD,VGR,1,2013-12-11,6,2,1.3336404427716504,-4.111107104229131,-0.7782540987918884,0.09563755165255748,0.10814029134124908,-0.41721722871762196,-0.43299519202070974,0.4511747699316847,-1.3014090395208,-0.37162366424585913,0.006286842277408798,-0.04069593042153374,0
13,"Coca-cola European Partners US, LLC",CCEP,6,2013-04-26,3,2,-0.2297872834013862,0.170566291373765,-0.2742206631465296,-0.03447229748557528,-0.02166461891328346,0.09962939170820906,0.14822299236092473,0.28247810668599915,0.34663692088429987,0.5621780089051118,-0.1380027116804676,-0.1361851316388898,0
11,UNISYS CORPORATION,UIS,1,2014-02-14,10,2,-0.17297240839680275,-1.1868530623875637,-0.7573798732319055,-0.5275938019113363,-0.5136303928387408,-0.2997407814889013,-0.43959257443347766,1.0247515551403859,-0.6497853065779954,-0.027045170102928198,-1.323316106778226,-0.7154634835370804,0
10,"SEACOR Holdings, Inc.",CKH,1,2014-11-03,11,1,1.1917772435735592,0.34731724213065457,-0.4950890969155779,-0.030213193252858064,-0.02931715708561534,0.17368964617172505,0.017315639561321105,-0.7593472339646262,-0.13088209885821545,-0.3243094350449428,2.0717847890113776,-2.835483837850647,0
21,__SYNTHETIC__,SYN_21_0000185,4,2014-12-26,7,2,-0.036739906249634746,-0.2610775258158773,0.7530696305759126,0.7630711622384778,0.9046147994309344,0.7521493378302342,0.7697102267423892,-0.296955233996953,0.1866067767287447,1.2066800931196768,-0.05741164905074969,-0.12087600545171995,1
13,Ameren Corporation,AEE,5,2012-06-15,9,1,-0.4292797155482975,0.6863000546577445,-0.5901843501633344,0.29868526347366803,0.4648738690190021,0.189061432496371,0.09437556088192171,-1.1335176089308219,-0.14624454819993724,-0.4821011123919885,1.851451564225974,1.0863972227397898,0
13,CSX Corporation,CSX,5,2012-10-19,8,2,-0.6719555199055602,0.20538760278743637,0.8169134177840968,1.2028195772647803,1.212727410779428,1.0836100080272906,0.7284847024640182,-0.7704577849906215,0.24586822977770512,0.23708736045232293,-0.2093720829175556,-0.11463709632673488,0
8,TEREX CORPORATION,TEX,1,2014-07-28,1,2,0.4381392024973338,0.06805249991703644,-0.927036165504433,-0.5636539925037716,-0.5496060690432607,-0.48226390751922543,-0.39026783643173957,0.5768307717439307,-0.07844832471091157,-0.3183840666619789,-1.0033030429983993,-0.3775355646734446,0
0,__SYNTHETIC__,SYN_0_0000016,1,2014-12-26,5,2,0.5488830446156145,-0.43710902323033807,-1.2320663877989237,-0.9951998359957122,-1.0398929138651472,-1.1225294881066317,-1.1970226843984353,0.9152613296069219,-0.6358450582675159,-0.9828805887157888,0.16364807976380824,0.8335660535030311,1
2,__SYNTHETIC__,SYN_2_0000054,1,2012-06-15,4,2,0.17647283503401923,-0.748063718098881,-1.1815804074183893,-0.9448948730696403,-0.9309142034874842,-1.025218309318518,-0.9690283966448261,1.1322587012759824,-0.6224278116806365,-0.754515196073628,0.15924191324534664,0.5939553632465873,1
11,Universal Health Services Inc.,UHS,6,2010-06-25,7,2,-0.33193867578455677,-0.21980848170742354,1.732989930301723,-0.22973223842590618,-0.2164669284844551,-0.07821883010989275,-0.22211543935194905,0.9307766736614229,0.1201112139810039,0.46755636677505436,1.5535104230564392,0.3972608911826539,0
2,__SYNTHETIC__,SYN_2_0000045,3,2014-12-29,4,2,-0.19306675776777116,-0.9033391519523195,-0.8380471497164838,0.012096698780826642,0.20102998073472467,0.06426767333512995,0.1180742628121374,0.8316228293568493,-0.2997606505840693,0.5390471617459252,0.1716830563345546,0.17129207224449283,1
